,itemType,showType,id,imdbId,tmdbId,title,overview,releaseYear,originalTitle,directors,cast,rating,runtime,firstGenre,secondGenre,thirdGenre
304,show,movie,19149353,tt3657098,movie/390215,12  Months,This documentary follows a Los Angeles man who rents his three-bedroom home for $1 per month to help a family he has never met get on their feet.,2014,12  Months,['Charysse Tia Harper'],"['Charysse Tia Harper', 'Charysse Tia Harper', 'Nick Brosco']",36,64.0,documentary,family,
305,show,movie,277,tt0050083,movie/389,12 Angry Men,A twelve-person jury becomes increasingly tense with arguments continuing into the night as one juror must convince the other eleven he is right.,1957,12 Angry Men,['Sidney Lumet'],"['Martin Balsam', 'John Fiedler', 'Lee J. Cobb', 'E.G. Marshall', 'Jack Klugman', 'Edward Binns', 'Jack Warden']",88,92.0,crime,drama,
306,show,movie,16939,tt0118528,movie/12219,12 Angry Men,A fair-minded juror exposes holes in the prosecution's case to create a reasonable doubt and cast light on the biases that often pollute the system.,1997,12 Angry Men,['William Friedkin'],"['Courtney B. Vance', 'Ossie Davis', 'George C. Scott', 'Armin Mueller-Stahl', 'Dorian Harewood', 'James Gandolfini', 'Tony Danza']",77,117.0,crime,drama,
307,show,movie,121935,tt0375514,movie/153223,12 B,"While working at a friend's garage, Shakti falls in love with Jotika. However, her parents want her to marry Pratap, a rich businessman. What will be the outcome of this love triangle?",2001,12 B,['Jeeva'],"['Shaam', 'Jyothika', 'Simran', 'Suniel Shetty', 'Vivek', 'Srinath', 'Vaishnavi']",52,155.0,drama,fantasy,romance
308,show,movie,14387259,tt33306957,movie/1396245,12 Baes of Christmas,"Following a painful split from her longtime partner, a woman plunges into the online dating world, determined to find a partner for the holidays.",2024,12 Baes of Christmas,['Nina Stakz'],"['Big Boss Vette', 'Vanessa Damaris', 'Mikhail Lapread', 'Devon Lewis', 'Antonio X Lemon']",36,104.0,comedy,,
309,show,movie,5722081,tt28502782,movie/1157181,12 Dares of Christmas,A high school teacher's quiet holidays get a jolt of spice as she and an assertive French teacher scramble to prepare a Christmas exchange program.,2023,12 Dares of Christmas,['Panta Mosleh'],"['Brittany Underwood', 'Sean Yves Lessard', 'Marnie Mahannah', 'Tosca Baggoo', 'Adil Zaidi', 'Dax Belanger', 'Eric Pollins']",52,89.0,romance,,
310,show,movie,26417,tt1846442,movie/81393,12 Dates of Christmas,"Setup on a Christmas Eve date, a woman must relive the date over and over.",2011,12 Dates of Christmas,['James Hayman'],"['Amy Smart', 'Mark-Paul Gosselaar', 'Benjamin Ayres', 'Peter MacNeill', 'Mary Long', 'Jayne Eastwood', 'Laura Miyata']",62,87.0,comedy,family,fantasy
311,show,movie,201745,tt7771558,movie/736422,12 Days of Christmas,"During a night of heavy drinking, a moment of weakness for two childhood friends home from college on winter break leads to lifetime consequences.",2020,12 Days of Christmas,['Michael Boyle'],"['Annie Newton', 'Drew Petriello', 'Katee Shean', 'Spencer Paez', 'Natasha Gualy', 'Geoffrey James', 'Joel Pelletier']",40,86.0,comedy,drama,
312,show,movie,87117,tt0436855,movie/59700,12 Days of Christmas Eve,A corporate go-getter awakens in a hospital and a no-nonsense nurse gives him 12 days to relive Christmas Eve to find his holiday spirit.,2004,12 Days of Christmas Eve,['Martha Coolidge'],"['Steven Weber', 'Mark Krysko', 'Chad Willett', 'Teryl Rothery', 'Vincent Gale', 'Kade Phillips', 'Stefanie von Pfetten']",56,88.0,comedy,drama,fantasy
313,show,movie,93236,tt6303962,movie/488447,12 Days of Giving,"When a man tries to share his fortune by acting as a secret Santa, he befriends a boy whose father has died and whose mother touches his heart.",2017,12 Days of Giving,['Christine Conradt'],"['David Blue', 'Jax Connolly', 'Ashley Jones', 'Preston James Hillier', 'Paul Boesing']",60,87.0,drama,family,
314,show,movie,287009,tt6976454,movie/811060,12 Days with God,"As a man undergoes two major surgeries to remove a cancerous growth behind his eye, complications arise and he puts his trust in God for a miracle.",2019,12 Days with God,['John Ginty'],"['Jody Pucello', 'Laura Stisser', 'Clare Lopez', 'Tyrone Jackson', 'David Gilmore', 'Kenya West', 'Ann Sweet']",56,77.0,drama,,
315,show,movie,1289341,tt22091586,movie/1075327,12 Desperate Hours,"From Ann Rule's true crime collection, we follow Val, who finds herself and her children held hostage by Denny who forces his way into her house after committing murder. To save them and husband Mark, not yet home, Val offers to drive Denny wherever he wants, becoming an unwilling accomplice. Val builds a rapport with him and uses it to save the lives of bystanders, herself and even her captor.",2023,12 Desperate Hours,['Gina Gershon'],"['Samantha Mathis', 'Harrison C. Thomas', 'David Conrad', 'Tina Alexis Allen', 'Tali Rabinowitz', 'Jesse C. Boyd', 'Hannah Dunne']",52,87.0,thriller,,
316,show,movie,115527,tt3579698,movie/307115,12 Dog Days Till Christmas,"A troubled foster teen ends up having to work at an animal shelter.  When he finds out the shelter is closing, he will have 12 days and a Christmas Miracle to find homes for the unwanted dogs.",2014,12 Dog Days Till Christmas,['Charlie Vaughn'],"['Reginald VelJohnson', 'Vincent Giovagnoli', ""Lunden De'Leon"", 'Lilly Nelson', 'Lexi Giovagnoli', 'Deborah Rogers', 'Robert Bacon']",48,88.0,family,,
317,show,movie,116283,tt2325491,movie/135675,12 Dogs of Christmas: Great Puppy Rescue,Emma races against time to put together a musical holiday event that just might stop a mean-spirited mogul from shutting down the puppy orphanage.,2012,12 Dogs of Christmas: Great Puppy Rescue,['Kieth Merrill'],"['Sean Patrick Flanery', 'D. B. Sweeney', 'Danielle C. Ryan', 'Alli Simpson', 'Alisha Mullally', 'Angella Joy', 'Skyler Holman']",51,101.0,adventure,comedy,family
318,show,movie,15823,tt5143226,movie/459928,12 Feet Deep,"Starring Alexandra Park and Nora-Jane Noone. Trapped beneath the cover of a pool, sisters Bree and Jonna find themselves at the mercy of the pool's night janitor. Inspired by true events.",2018,12 Feet Deep,['Matt Eskandari'],"['Nora-Jane Noone', 'Alexandra Park', 'Diane Farr', 'Tobin Bell', 'Dogen Eyeler', 'Donald Prince', 'Matthew Ryan Michaels']",54,85.0,horror,thriller,
319,show,movie,35532,tt10309552,movie/667141,12 Hour Shift,"It's 1999 and a drug-addicted nurse, her scheming cousin and a group of black market organ-trading criminals get caught up in a heist gone wrong.",2020,12 Hour Shift,['Brea Grant'],"['Angela Bettis', 'David Arquette', 'Chloe Farnworth', 'Mick Foley', 'Kit Williamson', 'Nikea Gamby-Turner', 'Tara Perry']",55,88.0,comedy,horror,thriller
320,show,movie,141420,tt0790589,movie/92759,12 Hours to Live,"An FBI agent races against time to save the life of a diabetic teenager, who was taken hostage by the same deranged gunman that killed her partner.",2006,12 Hours to Live,['George Mendeluk'],"['Ione Skye', 'Kevin Durand', 'Brittney Wilson', 'Kim Coates', 'Doug Abrahams', 'Rukiya Bernard', 'Michael Boisvert']",48,92.0,crime,drama,thriller
321,show,movie,193400,tt1598753,movie/486651,12 Years,For twelve years she ignored sneers and mockery and stood up for her relationship. But that was probably a mistake.,2010,12 Jahre,['Daniel Nocke'],"['Daniel Nocke', 'Nina Weniger']",56,3.0,animation,,
322,show,movie,51566,tt1446201,movie/42556,12 Men of Christmas,"Emmy winner Kristin Chenoweth stars in this hilarious story about baring it all for a cause. When New York publicist E.J. Baxter (Chenoweth) loses both her job and her fianc? at the office Christmas party, she does what anyone would do - she takes a job in Montana! Now, to help the local search-and-rescue station raise funds, E.J. must convince 12 men to pose naked for a calendar.",2009,12 Men of Christmas,['Arlene Sanford'],"['Kristin Chenoweth', 'Josh Hopkins', 'Anna Chlumsky', 'Erin Dilly', 'Stephen Huszar', 'Heather Hanson', 'Jefferson Brown']",54,87.0,comedy,romance,
323,show,movie,31425,tt8482584,movie/625169,12 Mighty Orphans,"12 Mighty Orphans is the inspiring true story of the Mighty Mites, the football team of a Fort Worth orphanage, led during the Great Depression by innovative coach Rusty Russell to the state championship.",2021,12 Mighty Orphans,['Ty Roberts'],"['Luke Wilson', 'Vinessa Shaw', 'Wayne Knight', 'Martin Sheen', 'Jake Austin Walker', 'Scott Haze', 'Levi Dylan']",69,118.0,history,,
325,show,movie,379207,tt9029366,movie/653800,12 Months,A millennial couple navigates the peaks and valleys of a new relationship in this hyper-realistic diversion from the typical rom-com.,2022,12 Months,['Clinton Cornwell'],"['Michael James Kelly', 'Elizabeth Hirsch-Tauber', 'Lindsey Rose Naves', 'Christopher Mychael Watson', 'Jessica Jade Barry', 'Rachel Amanda Bryant', 'Sergiu Iva']",54,94.0,drama,,
326,show,movie,71632,tt2420006,movie/169853,12 O'Clock Boys,The antics of a notorious urban dirt bike pack are envisioned through the eyes of a young adolescent willing to do anything to join their ranks.,2013,12 O'Clock Boys,['Lotfy Nathan'],"['Coco', 'Pug', 'Steven', 'Funmi Sodipo']",63,76.0,crime,documentary,
327,show,movie,320486,tt1202335,movie/222256,12 Ordinary Men,"A look at the twelve disciples who were hand-picked by Jesus to learn from his teachings, and spread the gospel after his crucifixion. Why these men?",2005,12 Ordinary Men,['David Priest'],[],49,58.0,documentary,,
328,show,movie,155315,tt5544754,movie/457860,12 Pound Balls,"It takes BALLS to win! At least that's what Gunnar thought before Emily came back. Now that she's returned to resurrect her name on the champion's board, Gunnar and the boys are polishing up their equipment for a shot at the title.",2017,12 Pound Balls,['Zachary Madson'],"['Jessica Kozak', 'Jake Head', 'Nick Hardcastle', 'Burke Brown', 'Kenny Chen', 'Justin Cross', ""Nicholas D'Itri""]",42,80.0,comedy,,
329,show,movie,106339,tt11357028,movie/657325,12 Pups of Christmas,"Tasked with finding homes for 12 puppies before Christmas, an employee of a dog GPS company discovers a holiday romance with her coworker.",2019,12 Pups of Christmas,['Michael Feifer'],"['Charlotte Sullivan', 'Donny Boaz', 'Elizabeth Small', 'Philip Boyd', 'Jen Nikolaisen', 'Jeremy Ray Valdez', 'Mason McNulty']",42,90.0,family,romance,
330,show,movie,144221,tt3396208,movie/487451,12 Round Gun,"Following a family tragedy, an alcoholic former prizefighter trains with his friend to make the ultimate comeback in and out of the ring.",2017,12 Round Gun,['Sam Upton'],"['Sam Upton', 'Mark Boone Junior']",52,90.0,drama,,
331,show,movie,11349,tt1160368,movie/17134,12 Rounds,"After his fiancee is kidnapped by a ex-con bent on revenge, a detective is forced to successfully complete 12 complicated challenges or watch her die.",2009,12 Rounds,['Renny Harlin'],"['John Cena', 'Aidan Gillen', 'Ashley Scott', 'Steve Harris', 'Brian J. White', 'Gonzalo Menendez', 'Taylor Cole']",56,108.0,action,crime,thriller
332,show,movie,30676,tt2317524,movie/195269,12 Rounds 2: Reloaded,Paramedic Nick Malloy plays a deadly game of cat and mouse with a vengeful psychopath connected to his past. The madman forces Nick to perform 12 challenges to stop a killing spree and save his wife.,2013,12 Rounds 2: Reloaded,['Roel Reiné'],"['Randy Orton', 'Brian Markinson', 'Cindy Busby', 'Sean Rogerson', 'Tom Stevens', 'Colin Lawrence', 'Chelsey Reist']",53,94.0,action,adventure,thriller
333,show,movie,36733,tt3957956,movie/351901,12 Rounds 3: Lockdown,"After the death of his partner, a detective is framed for murder by his fellow officers and must fight his way out of the precinct to clear his name.",2015,12 Rounds 3: Lockdown,['Stephen Reynolds'],"['Jonathan Good', 'Roger Cross', 'Daniel Cudmore', 'Lochlyn Munro', 'Sarah Smyth', 'Lee Tomaschefski', 'Rebecca Marshall']",53,90.0,action,crime,thriller
334,show,movie,14366817,tt28681475,movie/1389148,12 Steps to Recovery,"After serving two years in prison, Josh is put on house arrest at his mother's home and forced to complete a 12-step recovery program.",2024,12 Steps to Recovery,['Ryan Watson'],"['Logan Stanzione', 'Adrianna Licitra', 'Sandy Stickel', 'Jeff Martini', 'Chris Scarborough', 'Anne Gentry', 'Clemente Casseus']",55,91.0,drama,romance,
335,show,movie,5357,tt1413492,movie/429351,12 Strong,The first Special Forces team deployed after 9/11,2018,12 Strong,['Nicolai Fuglsig'],"['Chris Hemsworth', 'Michael Shannon', 'Michael Peña', 'Navid Negahban', 'Trevante Rhodes', 'Geoff Stults', 'Thad Luckinbill']",64,130.0,action,drama,history
336,show,movie,303270,tt4103990,movie/997796,12 Theses,"After a magazine scoop in Switzerland on the ""12 Theses,"" everyone associated with it dies. As a series of mysterious and deadly events unfold, Captain Martin Jakobi and theology student Claire have to find out why and who.",2021,12 Theses,['Stefan Asang'],"['Joanna Castelli', 'Anne Alexander Sieder', 'Angus McGruther', 'Michael Greiling', 'Ulas Kilic', 'Sandro Di Stefano']",37,107.0,thriller,,
337,show,movie,98047,tt2072025,movie/145186,12 Wishes of Christmas,A hapless woman attempts to break an unlucky streak with a magical life coach who grants her a dozen wishes that cause an unexpected chain reaction.,2011,12 Wishes of Christmas,['Peter Sullivan'],"['Elisa Donovan', 'Gabrielle Carteris', 'Fred Willard', ""David O'Donnell"", 'Sarah Thompson', 'Michael Gross', 'Chonda Pierce']",53,88.0,comedy,fantasy,
338,show,movie,345,tt2024544,movie/76203,12 Years a Slave,"Based on an incredible true story of Solomon Northup who was abducted and sold into slavery during pre-Civil War United States. Facing cruelty as well as unexpected kindnesses, Solomon struggles not only to stay alive, but to retain his dignity.",2013,12 Years a Slave,['Steve McQueen'],"['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Sarah Paulson', 'Adepero Oduye']",80,134.0,drama,history,
339,show,movie,27247,tt0417385,movie/18164,12 and Holding,"After bullies cause the death of an adolescent, the lives of his identical twin and his friends become further complicated as they try to deal with their grief.",2006,12 and Holding,['Michael Cuesta'],"['Zoe Weizenbaum', 'Conor Donovan', 'Jesse Camacho', 'Jeremy Renner', 'Annabella Sciorra', 'Jayne Atkinson', 'Linus Roache']",72,94.0,drama,,
340,show,movie,168118,tt2519262,movie/259394,12 segundos,"Selma es una asistente que busca a su jefe desaparecido en las montañas. Entre sospechosos inesperados, ella enfrenta sus miedos para encontrarlo.",2013,12 segundos,['Kenneth Muller'],"['Flor Payán', 'Mario Zaragoza']",37,85.0,thriller,,
341,show,movie,151469,tt10040978,movie/732621,12 “o” CLOCK,"12 'o' Clock nightmare revolves around a young girl, Gauri who starts getting traumatized with frightening nightmares and incidents of eerie sleepwalking. What follows to extricate her from the possession forms the crux of the story.",2021,12 “o” CLOCK,['Ram Gopal Varma'],"['Makrand Deshpande', 'Mithun Chakraborty', 'Manav Kaul', 'Ashish Vidhyarthi', 'Dalip Tahil', 'Ali Asgar', 'Divya Jagdale']",32,110.0,horror,thriller,
342,show,movie,255312,tt2353755,movie/336066,12-12-12,"With the clock ticking, one man leads a desperate resistance against an alien invasion before they can begin their conquest of his tiny Italian town.",2014,12-12-12,['Massimo Morini'],"['Massimo Morini', 'Raf Grande', 'Kate Kelly', 'Federica Ruggero', 'Enzo Paci', 'Simone Carabba', 'Matteo Lo Piccolo']",46,98.0,scifi,,
